Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Personas, sociedades y culturas","Alonso, María E.",4454,1462,3326,SALA,"Ts.(FE) ALO",,,0,0,
"Repensando la educación cívica","Alonso, María",2900,1414,3326,SALA,"Ts.(FE) ALO",,,0,0,
"Cómo aprenden las personas a respetar los derechos humanos. Los ámbitos de socialización","Alonso, María E.",4456,807,3326,SALA,"Ts./FE ALO",,,0,0,
"Los derechos de las personas","Alonso, María",4458,806,3326,SALA,"Ts./FE ALO",,,0,0,
"Los derechos humanos en las sociedades contemporáneas. Los derechos civiles","Alonso, María E.",4453,808,3326,SALA,"Ts./FE ALO",,,0,0,
"Elementos de física y química","Depau, Carmen",2714,629,3326,SALA,"Ts/F-Q-1 DEP",,,0,0,
"Elementos de física y química","Depau, Carmen",2720,628,3326,SALA,"Ts/F-Q-2 DEP",,,0,0,
"Cuaderno de física y química","Cardama, Alberto M.",5525,627,3326,SALA,"Ts/F-Q-3 CAR",,,0,0,
"Elementos de física y química 3","Magnetti, Renée César",5267,626,3326,SALA,"Ts/F-Q-3 MAG",,,0,0,
"La física y la química","Salas, Ricardo E.",2902,617,3326,SALA,"Ts/F-Q 3 SAL",,,0,0,
"La física y la química","Salas, Ricardo E.",5408,618,3326,SALA,"Ts/F-Q 3 SAL",,,0,0,
"La física y la química","Salas, Ricardo E.",1353,619,3326,SALA,"Ts/F-Q 3 SAL",,,0,0,
"Elementos de física y química 3","Magnetti, Renés César",6940,2836,3326,CG,"Ts(F-Q) MAG",,,0,0,
"Geografía l","Lorenzini, Horacio N.",3676,707,3326,SALA,"Ts./G-1 LOR",,,0,0,
"Geografía 2","Lorenzini, Horacio N.",2823,708,3326,SALA,"Ts./G-2 LOR",,,0,0,
"Ciencias naturales","Montes , Enrique A.",4479,2907,3326,CG,"Ts(GE-8) MON",,,0,0,
"Ciencias naturales","Montes, Enrique A.",4490,2904,3326,CG,"Ts(GE-9) MON",,,0,0,
"Ciencias naturales","Montes, Enrique A.",4483,2905,3326,CG,"Ts(GE-9) MON",,,0,0,
"Geografía de la Argentina","Barros, Claudia",5755,702,3326,SALA,"Ts./GE BAR",,,0,0,
"Geografía general y de Asia y Africa","Calzetti, H.",2614,718,3326,SALA,"Ts./GE CAL",,,0,0,
"Geografía de América, Argentina-Antártida","Daus, Federico A.",1845,705,3326,SALA,"TS./GE DAU",,,0,0,
"Geografía de la Argentina","Daus, Federico A.",1843,715,3326,SALA,"Ts./GE DAU",,,0,0,
"Geografía de la Argentina","Daus, Federico",1844,716,3326,SALA,"Ts./GE DAU",,,0,0,
"Geografía ","Durán , Diana",3132,729,3326,SALA,"Ts./GE DUR",,,0,0,
"Geografía ","Durán , Diana",2867,730,3326,SALA,"Ts./GE DUR",,,0,0,
"Geografía ","Durán , Diana",3031,731,3326,SALA,"Ts./GE DUR",,,0,0,
"Geografía de la Argentina","Durán, Diana",1354,704,3326,SALA,"Ts./GE DUR",,,0,0,
"Geografía de la Argentina","Durán, Diana",2896,713,3326,SALA,"Ts./GE DUR",,,0,0,
"Geografía y ciencias sociales","Durán, Diana",4452,738,3326,SALA,"Ts./GE DUR",,,0,0,
"Geografía. Argentina y el mundo","Durán, Diana",3043,732,3326,SALA,"Ts./GE DUR",,,0,0,
"Geografía. Argentina y el mundo","Durán, Diana",3033,733,3326,SALA,"Ts./GE DUR",,,0,0,
"Las sociedades  y los espacios geográficos","Durán, Diana",3660,736,3326,SALA,"Ts./GE DUR",,,0,0,
"Las sociedades  y los espacios geográficos","Durán, Diana",2899,737,3326,SALA,"Ts./GE DUR",,,0,0,
"Geografía de Europa y Oceanía","Insogna, Elsa",5190,721,3326,SALA,"Ts./GE INS",,,0,0,
"Geografía de Europa y Oceanía","Insogna, Elsa",5191,722,3326,SALA,"Ts./GE INS",,,0,0,
"Geografía de Europa y Oceanía","Insogna, Elsa",1846,725,3326,SALA,"Ts./GE INS",,,0,0,
"Geografía 2 de Europa y Oceanía","Jorge, Carlos Alfredo de",2716,714,3326,SALA,"Ts./GE JOR",,,0,0,
"Geografía general y de Asia y Africa","Jorge, Carlos Alfredo de",2718,717,3326,SALA,"Ts./GE JOR",,,0,0,
"Geografía 1","Lorenzini, Horacio N.",2825,734,3326,SALA,"Ts./GE LOR",,,0,0,
"Geografía de América y de Antártida","Lorenzini, Horacio N.",2821,709,3326,SALA,"Ts./GE LOR",,,0,0,
"Geografía de América y de Antártida","Lorenzini, Horacio N.",3675,710,3326,SALA,"Ts./GE LOR",,,0,0,
"Geografía de América","Paso Viola, Luis Fernando",4459,711,3326,SALA,"Ts./GE PAS",,,0,0,
"Geografía de América","Paso Viola, Luis Fernando",2901,712,3326,SALA,"Ts./GE PAS",,,0,0,
"Nociones de geografía","Passadori, Josefina",2610,719,3326,SALA,"Ts./GE PAS",,,0,0,
"Geografía de Europa y Oceanía","Quarleri, Paulina",1451,723,3326,SALA,"Ts./GE QUA",,,0,0,
"Geografía de Europa y Oceanía","Quarleri, Paulina",213,724,3326,SALA,"Ts./GE QUA",,,0,0,
"Geografía de la República Argentina","Quarleri, Paulina",214,706,3326,SALA,"TS./GE QUA",,,0,0,
"Geografía general","Quarleri, Paulina",215,720,3326,SALA,"Ts./GE QUA",,,0,0,
"Geografías de la Argentina","Rey Balmaceda, Raúl",4478,703,3326,SALA,"Ts./GE REY",,,0,0,
"Naturaleza, sociedades y espacios geográficos","Rey Balmaceda, Raúl",3673,726,3326,SALA,"Ts./GE REY",,,0,0,
"Naturaleza, sociedades y espacios geográficos","Rey Balmaceda, Raúl",4494,727,3326,SALA,"Ts./GE REY",,,0,0,
"Naturaleza, sociedades y espacios geográficos","Rey Balmaceda, Raúl",2831,728,3326,SALA,"Ts./GE REY",,,0,0,
"Geografía 3","Bertoncello, Rodolfo",7907,3830,3326,CG,"Ts(G) BER",,,0,0,
"Geografía Argentina","Ciccolella, Pablo",7621,3545,3326,CG,"Ts(G) CIC",,,0,0,
"Geografía de la Argentina","Daus, Federico A.",6000,1389,3326,SALA,"Ts.(G) DAU",,,0,0,
"Geografía 2","Jorge, Carlos Alfredo de",6945,2841,3326,CG,"Ts(G) JOR",,,0,0,
"Geografía de la Argentina","Lorenzini, Horacio N.",6946,2842,3326,CG,"Ts(G) LOR",,,0,0,
"Geografía general","Quarleri, Paulina",6628,2375,3326,CG,"Ts(G) QUA",,,0,0,
"Historia 1","Bustinza, Juan Antonio",3655,743,3326,SALA,"Ts./H-1 BUS",,,0,0,
"Historia 1","Bustinza, Juan Antonio",4754,744,3326,SALA,"Ts./H-1 BUS",,,0,0,
"Historia 1","Bustinza, Juan Antonio",2824,753,3326,SALA,"Ts./H-1 BUS",,,0,0,
"Historia 1","Iölster, Nelly E. de",2836,745,3326,SALA,"Ts./H-1 IL",,,0,0,
"Historia 1","Vázquez de Fernández, Silvia A.",2870,755,3326,SALA,"Ts./H-1 VAZ",,,0,0,
"Historia 2","Bagnoli, Omar H.",2849,748,3326,SALA,"Ts./H-2 BAG",,,0,0,
"Historia 2","Bustinza, Juan Antonio",4756,739,3326,SALA,"Ts./H-2 BUS",,,0,0,
"Historia 2","Bustinza, Juan Antonio",3657,740,3326,SALA,"Ts./H-2 BUS",,,0,0,
"Historia Argentina 1820 Argentina hoy","Bustinza, Juan Antonio",1834,792,3326,SALA,"Ts./H-2 BUS",,,0,0,
"Historia 2","Vásquez de Fernández, Silvia A.",2875,750,3326,SALA,"Ts./H-2 VAZ",,,0,0,
"Historia 3","Bustinza, Juan Antonio",3641,742,3326,SALA,"Ts./H-3 BUS",,,0,0,
"Historia 3","Luchilo, Lucas J.",3724,746,3326,SALA,"Ts./H-3 LUC",,,0,0,
"Historia 4","Bustinza, Juan Antonio",2827,756,3326,SALA,"Ts./H-4 BUS",,,0,0,
"Hitoria 5","Bustinza, Juan Antonio",2829,741,3326,SALA,"Ts./H-5 BUS",,,0,0,
"Ciencias sociales historia 8 3er. ciclo EGB","Cibotti, Ema",4486,1419,3326,SALA,"Ts(H-8) CIB",,,0,0,
"Ciencias sociales. Historia 9","Cibotti, Ema",4481,1420,3326,SALA,"Ts(H-9) CIB",,,0,0,
"Sociedad en red 9",,6326,1962,3326,CG,"Ts(H-9) SOC",,,0,0,
"Educación para la salud","Copello, M. G. de",5230,1451,3326,SALA,"Ts(HI) COP",,,0,0,
"Educación para la salud","Copello, M. G. de",5229,1452,3326,SALA,"Ts(HI) COP",,,0,0,
"Educación para la salud","Vattuone, Lucy F. de",4321,1450,3326,SALA,"Ts(HI) VAT",,,0,0,
"Historia ","Alonso, María Ernestina",7620,3544,3326,CG,"Ts(H) ALO",,,0,0,
"La historia de las sociedades","Alonso, María Ernestina",6246,1832,3326,SALA,"Ts.(H) ALO",,,0,0,
"Historia de la Argentina","Barral, María Elena",5753,747,3326,SALA,"Ts./H BAR",,,0,0,
"Espacios y sociedades del mundo, política, economía y ambiente","Bertone de Daguerre, Celia V., Celia",6245,1831,3326,SALA,"Ts(H) BER",,,0,0,
"Contemporaneidad, Argentina y el mundo","Bustinza, Juan Antonio",4488,751,3326,SALA,"Ts./H BUS",,,0,0,
"De la Prehistoria al siglo XV","Bustinza, Juan Antonio",4492,749,3326,SALA,"Ts./H BUS",,,0,0,
"Modernidad, colonialismo y emancipación","Bustinza, Juan Antonio",4482,758,3326,SALA,"Ts./H BUS",,,0,0,
América,"Chiaramonte, M.",4464,754,3326,SALA,"Ts./H CHI",,,0,0,
"Pensar la historia","Moglia, Patricia",4395,757,3326,SALA,"Ts./H MOG",,,0,0,
"Historia 1","Ramallo, Jorge María",1599,784,3326,S,"Ts./H RAM",,,0,0,
"Historia 1","Ramallo, Jorge María",277,785,3326,S,"Ts./H RAM",,,0,0,
"Historia 2","Ramallo, Jorge María",1832,782,3326,SALA,"Ts./H RAM",,,0,0,
"Historia 2","Ramallo, Jorge María",280,783,3326,SALA,"Ts./H RAM",,,0,0,
"Historia 3","Ramallo, Jorge María",1833,781,3326,SALA,"Ts./H RAM",,,0,0,
"New ski A","Zubiri, Celia",6027,1499,3326,SALA,"Ts.(I) ZUB",,,0,0,
"New ski A","Zubiri, Celia",6028,1500,3326,SALA,"Ts.(I) ZUB",,,0,0,
"New ski B ","Zuribi, Celia",6026,1498,3326,SALA,"Ts.(I) ZUR",,,0,0,
"El juego de la palabra","Komerovsky, Graciela",5524,857,3326,SALA,"Ts./L-1 KOM",,,0,0,
"Lecturas y escrituras ","Lescano, Marta",5723,818,3326,SALA,"Ts./L-1 LES",,,0,0,
"Lengua 1","Loprete, Carlos A.",278,844,3326,SALA,"Ts./L-1 LOP",,,0,0,
"La lengua y los textos 1","Rodríguez, María Elena",4256,819,3326,SALA,"Ts./L-1 ROD",,,0,0,
"Lengua II","Cufre, Héctor Víctor",5850,149,3326,SALA,"Ts.(L-2) CUF",,,0,0,
"Nuevo Castellano 2",Lacau,1080,841,3326,SALA,"Ts./L-2 LAC",,,0,0,
"Nuevo Castellano 2",Lacau,4281,842,3326,SALA,"Ts./L-2 LAC",,,0,0,
"Lecturas y escrituras 2","Lescano, Marta",5847,146,3326,SALA,"Ts.(L-2) LES",,,0,0,
"Curso integral de castellano","Loprete, Carlos A.",3453,860,3326,SALA,"Ts./L-2 LOP",,,0,0,
"Lengua y literatura 2","Molina de Cogorno, Graciela E.",1356,850,3326,SALA,"Ts./L-2 MOL",,,0,0,
"Lengua 2","Zerbi de Troisi, María R.",2889,822,3326,SALA,"Ts./L-2 ZER",,,0,0,
"Lengua y literatura","García Saez, A.",5269,852,3326,SALA,"Ts./L-3 GAR",,,0,0,
"La lengua y los textos 3","Rodríguez, María Elena",5160,820,3326,SALA,"Ts./L-3 ROD",,,0,0,
"Castellano actual 3","Rosetti, Mabel V, M. de",3462,856,3326,SALA,"Ts./L-3 ROS",,,0,0,
"Literator IV el regreso","Link, Daniel",5996,1385,3326,SALA,"Ts.(L-4) LIN",,,0,0,
Lengua,,5363,1427,3326,SALA,"Ts(L-6) SAN",,,0,0,
"Lengua 7","Avendaño, Fernando",4296,1429,3326,SALA,"Ts(L-7) AVE",,,0,0,
"Tomo la palabra 7 EGB","Petruzzi, Herminia",5735,1428,3326,SALA,"Ts(L-7) PET",,,0,0,
"Lengua 8 EGB","Avendaño, Fernando",4310,1430,3326,SALA,"Ts(L-8) AVE",,,0,0,
"Lengua III ","Cufre, Héctor Víctor",5851,150,3326,SALA,"Ts.(L-9) CUF",,,0,0,
"Lengua sexto año","Kleinmann , Viviana",5997,1386,3326,SALA,"Ts.(Le-6) KLE",,,0,0,
"Literatura 4","Caminos, Miguel Angel",2832,849,3326,SALA,"Ts./LI-4 CAM",,,0,0,
"Literatura 4°","Lanzillotta, Oscar F.",1837,829,3326,SALA,"Ts./LI-4 LAN",,,0,0,
"Literatura V","Serrano Redonnet, María Luisa O. de",5215,843,3326,SALA,"Ts./LI-V SER",,,0,0,
Literatura,"Serrano Redonnet, María Luisa O. de",5216,847,3326,SALA,"Ts./LI SER",,,0,0,
"Literatura IV","Serrano Redonnet, María Luisa O. de",5214,846,3326,SALA,"Ts./LI SER",,,0,0,
"Lecturas que atrapan 2","Archanco, Pamela",7681,3604,3326,CG,"Ts.(L) ARC",,,0,0,
"Literatura Argentina e hispanoamericana","Bracaccini, Graciela D.",7634,3558,3326,CG,"Ts(L) BRA",,,0,0,
"Literatura universal polimodal","De Luca, Gabriel",6958,2854,3326,CG,"Ts(L) DEL",,,0,0,
"El textonauta I","Komerovsky, Graciela L.",5856,768,3326,SALA,"Ts./L KOM",,,0,0,
"Los juegos del lenguaje","Montes de faisal, Alicia Susana",5356,840,3326,SALA,"Ts./L MON",,,0,0,
"El texto instrumental","Piantanida, Graciela",5354,839,3326,SALA,"Ts./L PIA",,,0,0,
"Matemática 1","Amenedo, Mariana B.",2841,652,3326,SALA,"Ts./M-1 AME",,,0,0,
"Matemática 1","Bindstein, Mirta",2065,665,3326,SALA,"Ts./M-1 BIN",,,0,0,
"Matemática 1","Etchegoyen, Susana N.",5720,666,3326,SALA,"Ts./M-1 ETC",,,0,0,
"Aritmética 1","Repetto, Celina H.",5879,990,3326,SALA,"Ts./M-1 REP",,,0,0,
"Construyamos matemática 1","Bessone de Taddeo, Raquel",5238,817,3326,SALA,"Ts./M-1 TAD",,,0,0,
"Matemática 1","Vásquez de Tapia, Nelly",3691,657,3326,SALA,"Ts./M-1 TAP",,,0,0,
"Matemática 1","Vásquez de Tapia, Nelly",2872,658,3326,SALA,"Ts./M-1 TAP",,,0,0,
"Matemática 1","Vásquez de Tapia, Nelly",5186,659,3326,SALA,"Ts./M-1 TAP",,,0,0,
"Nuevo destrabacuentas","Chemello, Graciela",5734,1655,3326,SALA,"Ts(M2EGB) CHE",,,0,0,
"Matemática 2","Bogani, Ana María",362,662,3326,SALA,"Ts./M-2 BOG",,,0,0,
"Para resolver:Polimodal 2","Graziani, Estela",5848,147,3326,SALA,"Ts.(M-2) GRA",,,0,0,
"Matemática 2","Vásquez de Tapia, Nelly",2876,653,3326,SALA,"Ts./M-2 TAP",,,0,0,
"Matemática 2","Vásquez de Tapia, Nelly",5657,654,3326,SALA,"Ts./M-2 TAP",,,0,0,
"Matemática 2","Vásquez de Tapia, Nelly",3694,655,3326,SALA,"Ts./M-2 TAP",,,0,0,
"Matemática 2","Vásquez de Tapia, Nelly",5187,656,3326,SALA,"Ts./M-2 TAP",,,0,0,
"Nuevo destrabacuentas","Chemello, Graciela",5736,1656,3326,SALA,"Ts(M3EGB) CHE",,,0,0,
"Matemática 3","Bogani, Ana María",1913,660,3326,SALA,"Ts./M-3 BOG",,,0,0,
"Matemática 3","Bogani, Ana María",363,661,3326,SALA,"Ts./M-3 BOG",,,0,0,
"Matemática 3","Carione, Noemí",2837,651,3326,SALA,"Ts./M-3 CAR",,,0,0,
"Matemática 3","Gómez de Sisterna, Norma G.",2850,667,3326,SALA,"Ts./M-3 GM",,,0,0,
"Matemática 3 ","Rojo, Armando",5405,664,3326,SALA,"Ts./M-3 ROJ",,,0,0,
"Matemática 3","Santaló, Luis A.",3671,650,3326,SALA,"Ts./M-3 SAN",,,0,0,
"Matemática 3","Vásquez de Tapia, Nelly",2880,663,3326,SALA,"Ts./M-3 TAP",,,0,0,
"Matemática 5 EGB",,5455,1426,3326,SALA,"Ts(M-5) SAN",,,0,0,
"Matemática 7","Alonso, Raquel M. del V.",5485,1424,3326,SALA,"Ts(M-7) ALO",,,0,0,
"Matemática 7","Barallobres, Gustavo",4469,1421,3326,SALA,"Ts(M-7) BAR",,,0,0,
"Cartas a medida","Hernaiz, Ignacio",3669,1425,3326,SALA,"Ts(M-7) HER",,,0,0,
"Matemática ",,4300,1423,3326,SALA,"Ts(M-7) SAN",,,0,0,
"Matemática 8","Bindstein, Mirta",4465,1435,3326,SALA,"Ts(M-8) BIN",,,0,0,
"Cartas a medida","Hernaiz, Ignacio",3668,1422,3326,SALA,"Ts(M-8) HER",,,0,0,
"Matemática 8 ","Hernaiz, Ignacio",5846,145,3326,SALA,"Ts.(M-8) HER",,,0,0,
"Matemática 8",,5999,1388,3326,SALA,"Ts(M-8 SAN",,,0,0,
"Matemática 9","Hernaiz, Ignacio",5849,148,3326,SALA,"Ts.(M-9) HER",,,0,0,
"Geometría 1","Repetto, Celina H.",5877,988,3326,SALA,"Ts./MG REP",,,0,0,
"Geometría 2","Repetto, Celina H.",5878,989,3326,SALA,"Ts./MG REP",,,0,0,
"Iniciación musical 1","Bareilles, Oscar S.",5538,2539,3326,CG,"Ts(M) BAR",,,0,0,
"Matemática I","Kaczor, Pablo J.",6959,2855,3326,CG,"TS(M) KAC",,,0,0,
"Educación musical","Mathias, Gastón",2123,2538,3326,CG,"Ts(M) MAT",,,0,0,
"Cultura musical I","Roldán, Waldemar Axel",2862,2543,3326,CG,"Ts(M) ROL",,,0,0,
"Cultura musical I","Roldán, Waldemar Axel",2585,2544,3326,CG,"Ts(M) ROL",,,0,0,
"Cultura musical II","Roldán, Waldemar Axel",2859,2542,3326,CG,"Ts(M) ROL",,,0,0,
"Cultura musical III","Roldán, Waldemar Axel",2854,2541,3326,CG,"Ts(M) ROL",,,0,0,
"Cultura musical IV","Roldán, Waldemar Axel",2857,2540,3326,CG,"Ts(M) ROL",,,0,0,
Música,"Zuker, Daniel",6287,1894,3326,CG,"Ts(M) ZUK",,,0,0,
"Administración de la producción y de las operaciones","García , Apolinar E.",6515,2209,3326,CG,"Ts(O= GAR",,,0,0,
Psicología,"Bossellini, Leticia",6200,1786,3326,SALA,"Ts(Ps) BOS",,,0,0,
Química,"Depau, Carmen",4857,622,3326,SALA,"Ts/Q-3 DEP",,,0,0,
Química,"Vidarte, Laura",4391,624,3326,SALA,"Ts./Q-3 VID",,,0,0,
"Química ","Depau, Carmen",4393,623,3326,SALA,"Ts./Q-4 DEP",,,0,0,
"Química IV","Milone, Jorge O.",5184,640,3326,SALA,"Ts./Q-4 MIL",,,0,0,
"Química IV","Milone, Jorge O.",5183,641,3326,SALA,"Ts./Q-4 MIL",,,0,0,
"Química V","Milone, Jorge O.",5181,642,3326,SALA,"Ts./Q-5 MIL",,,0,0,
"Química V","Milone, Jorge O.",5292,643,3326,SALA,"Ts./Q-5 MIL",,,0,0,
"Química elemental moderna","Celsi, Santiago A.",97,638,3326,SALA,"Ts./QI CEL",,,0,0,
"Química elemental moderna","Celsi, Santiago A.",391,639,3326,SALA,"Ts./QI CEL",,,0,0,
"Química elemental moderna","Celsi, Santiago A.",644,812,3326,SALA,"Ts./QI CEL",,,0,0,
Química,"Casen, Jorge",7755,3678,3326,CG,"Ts(QUI) CAS",,,0,0,
"Fisicoquímica 3","Mautino, José María",7906,3829,3326,CG,"Ts(QUI) MAU",,,0,0,
"Química I","Alegría, Mónica P.",7093,3017,3326,CG,"Ts(Q) ALE",,,0,0,
"Quimica general e inorgánica","Beguet, Adolfo",6294,1901,3326,CG,"Ts.(Q) BEG",,,0,0,
Química,"Fernández Serventi, Héctor",4892,635,3326,SALA,"Ts./Q FER",,,0,0,
"Tecnología 4 EGB",,5477,1398,3326,SALA,"Ts(TE-4) SAN",,,0,0,
"Tecnología 7","Gotbeter, Gustavo",5739,1399,3326,SALA,"Ts.(TE-7) GOT",,,0,0,
"Tecnología 7","Gotbeter, Gustavo",4491,1400,3326,SALA,"Ts.(TE-7) GOT",,,0,0,
"Tecnología 8","Gotbeter, Gustavo",4487,1397,3326,SALA,"Ts.(TE-8) GOT",,,0,0,
"Tecnología 9","Álvarez, Antonio",4489,2915,3326,CG,"Ts(TE-9) LV",,,0,0,
"Tecnología 9",,4298,1401,3326,SALA,"Ts(TE-9) SAN",,,0,0,
"Tecnología  6 EGB",,5456,1394,3326,SALA,"Ts(Tec-6 SAN",,,0,0,
"Tecnología 8",,4304,1396,3326,SALA,"Ts(TEC-8) SAN",,,0,0,
"Tecnología I Polimodal","Averbuj, Eduardo G.",5721,1402,3326,SALA,"Ts.(TE-I) SAN",,,0,0,
"Tecnología para todos, primera parte","Linietsky, César",3598,1403,3326,SALA,"Ts(TE) LIN",,,0,0,
"Tecnología y educación tecnológica","Perez, Luis G.",5740,1672,3326,SALA,"Ts.(TE) PER",,,0,0,
"Introducción a la tecnología","Serafini, Gabriel",3597,1404,3326,SALA,"Ts(TE) SER",,,0,0,
"Ciencias naturales y tecnología 3","Barderi, María Gabriela",6777,2658,3326,CG,"Ts B",,,0,0,
Zoología,"Dos Santos Lara, José Ángel",3489,1466,3326,SALA,"Ts. (BZ) DOS",,,0,0,
"Biología polimodal","Amestoy, Marcela",6431,2104,3326,CG,"Ts (B) AME",,,0,0,
"Biología polimodal","Amestoy, Elena Marcela",6432,2105,3326,CG,"Ts (B) AME",,,0,0,
"Biología y ciencias de la tierra","Cuniglio, Francisco",6410,2083,3326,CG,"Ts (B) CUN",,,0,0,
"El libro de la naturaleza y la tecnología 8",,6983,2879,3326,CG,"Ts (B) LIB",,,0,0,
"Explorando con el mocroscopio","Zarur, Pedro",4402,1445,3326,SALA,"Ts (B) ZAR",,,0,0,
"Ciencias naturales activa 8",,6331,1979,3326,CG,"Ts (CN-8) PUE",,,0,0,
"Ciencias naturales 9",,6332,1980,3326,CG,"Ts (CN-9) PUE",,,0,0,
Derecho,"Angrisani, Roberto",7671,3595,3326,CG,"Ts (D) ANG",,,0,0,
"Formación ética y ciudadana 9°año","Kechichian, Roberto N.",4447,1724,3326,CG,"Ts (EC) KEC",,,0,0,
"Educación cívica 3","Bustinza , Juan Antonio",6968,2864,3326,CG,"Ts (FC) BUS",,,0,0,
"Tejiendo redes 2","Onetto, Fernando",4455,1658,3326,SALA,"TS (FE2) ONE",,,0,0,
"Filosofía y formación ética y ciudadana 2","Morando, Nelva Edith",6301,1938,3326,CG,"Ts (FE) MOR",,,0,0,
"Tejiendo redes","Onetto, Fernando",4457,1657,3326,CG,"TS (FE) ONE",,,0,0,
"Filosofía, formación ética y ciudadana I","Schujman, Gustavo",6451,2124,3326,CG,"Ts (FE) SCH",,,0,0,
"Filosofía, formación ética y ciudadana I","Schujman, G.",6452,2125,3326,CG,"Ts (FE) SCH",,,0,0,
Físico-química,,6304,1941,3326,CG,"Ts (FQ) PUE",,,0,0,
"Física activa",,6325,1961,3326,CG,"Ts (F) PUE",,,0,0,
"Geografía económica","Lorenzini, Horacio N.",2833,735,3326,SALA,"Ts./ GE LOR",,,0,0,
"Funtes de información geográfica 9","Gurevich, Raquel Edith",6456,2129,3326,CG,"Ts (G) ALO",,,0,0,
"Fuentes de información geográfica 8","Blanco, Jorge",6453,2126,3326,CG,"Ts (G) BLA",,,0,0,
"Geografía de la Argentina","Blanco, Jorge",7661,3585,3326,CG,"Ts (G) BLA",,,0,0,
"Geografía ","Fernández Caso, María Victoria",7154,3078,3326,CG,"Ts (G) FER",,,0,0,
Geografía,"Fernández Caso, Ma. Victoria",7622,3546,3326,CG,"Ts. (G) FER",,,0,0,
"La tierra hábitat del hombre","Perincioli de Rampa, H.",6305,1942,3326,CG,"Ts (G) PER",,,0,0,
"Geografía de la Argentina y del Mercosur en el siglo XXI","Sassone, Susana María",6416,2089,3326,CG,"Ts (G) SAS",,,0,0,
"Educación para la salud","Cuniglio, Francisco",6967,2863,3326,CG,"Ts. (HI) CUN",,,0,0,
"Archivo de documentación histórica 8","Alonso, María Ernestina",6454,2127,3326,CG,"Ts (H) ALO",,,0,0,
"Archivo de documentación histórica 9","Alonso, María Ernestina",6455,2128,3326,CG,"Ts (H) ALO",,,0,0,
"Historia ","Alonso, María Ernestina",6247,1833,3326,SALA,"Ts (H) ALO",,,0,0,
"Historia moderna","Bruno, Paula",7756,3679,3326,CG,"Ts (H) BRU",,,0,0,
"Historia polimodal","Canessa , Julio",6435,2108,3326,CG,"Ts (H) CAN",,,0,0,
"Historia polimodal","Lettieri, Alberto",6437,2110,3326,CG,"Ts (H) LET",,,0,0,
"Historia polimodal","Lettieri, Alberto",6439,2112,3326,CG,"Ts (H) LET",,,0,0,
"Historia polimodal","Lettieri, Alberto",6440,2113,3326,CG,"Ts (H) LET",,,0,0,
"Historia polimodal","Paura, Vilma",6436,2109,3326,CG,"Ts (H) PAU",,,0,0,
"Historia polimodal","Paura, Vilma",6438,2111,3326,CG,"Ts (H) PAU",,,0,0,
"Historia de la Argentina contemporánea",,6244,1830,3326,SALA,"Ts (H) SAN",,,0,0,
"New ski B","Zubiri, Celia",6025,1497,3326,SALA,"Ts (I) ZUB",,,0,0,
"Lengua y literatura I","Blanco, María Imelda",6744,2609,3326,CG,"Ts (L-1) BLA",,,0,0,
"El discurso narrativo","Montes de Faisal, Alicia Susana",5355,838,3326,SALA,"Ts./ LI MON",,,0,0,
"Lecturas que atrapan Es 3","Archanco, Pamela",7682,3605,3326,CG,"Ts (L) ARC",,,0,0,
"Lengua Es 2","Aren, Fernanda",7685,3608,3326,CG,"Ts (L) ARE",,,0,0,
"Lengua Es 1","Aren, Fernanda",7683,3606,3326,CG,"Ts. (L) ARE",,,0,0,
"Lengua Es 3","Benítez, Aníbal",7684,3607,3326,CG,"Ts (L) BEN",,,0,0,
"Teoría de la comunicación","Cicalese, Gabriela R.",6290,1897,3326,CG,"Ts (L) CIC",,,0,0,
"Literatura argentina y latinoamericana","De Luca, Gabriel",6302,1939,3326,CG,"Ts (L) DEL",,,0,0,
"Lecturas que atrapan 1",,7723,3646,3326,CG,"Ts (L) LEC",,,0,0,
"Ciencias naturales y tecnología 7°EGB","Perlmuter, Silvana",6641,2405,3326,CG,"Ts Na-7 PER",,,0,0,
Psicología,"Bossellini, Leticia",6289,1896,3326,CG,"Ts (Ps) BOS",,,0,0,
"Psicología general","Davini, María Cristina",6225,1811,3326,SALA,"Ts (PS) DAV",,,0,0,
"Psicología uno y los otros","Obiols, Silvia Di Segni",6288,1895,3326,CG,"Ts (PS) OBI",,,0,0,
"Ciencias naturales ","Labate, Hugo",6249,1835,3326,SALA,"Ts (Q-8) LAB",,,0,0,
"Ciencias naturales 9","Labate, Hugo",6248,1834,3326,SALA,"Ts (Q-9) LAB",,,0,0,
"Química II","Alegría, Mónica P.",6330,1978,3326,CG,"Ts (Q) ALE",,,0,0,
"Química general e inorgánica T. II","Beguet, Adolfo",6295,1902,3326,CG,"Ts. (Q) BEG",,,0,0,
"Derechos humanos y ciudadanía","Zajac, Ana María",7324,3248,3326,CG,"Ts ZAJ",,,0,0,
Mujeres,"Galeano, Eduardo",10452,4296,3326,,"U863 GAL",,,0,0,
"Nosotros decimos no","Galeano, Eduardo",11322,4348,3326,,U864,,,0,0,
"Bocas del tiempo","Galeano, Eduardo",8549,4447,3326,,"U864 GAL",,,0,0,
"Días y noches de amor y de guerra","Galeano, Eduardo",8958,4443,3326,,"U864 GAL",,,0,0,
